PS D:\jetstortech\Web API Door scan AI\final\STUDENT_FACIAL_SCANNER> node server.js
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  override existing env vars with { override: true }
Server chạy trên cổng 3000
-> Đã kết nối MySQL thành công!
GET /admin/assets/img/logo-small.png 304 1.411 ms - -
GET /admin/assets/img/profile.jpg 304 2.158 ms - -
GET /admin/assets/img/profiles/avatar-02.jpg 304 0.872 ms - -
GET /admin/assets/img/profiles/avatar-03.jpg 304 0.978 ms - -
GET /admin/assets/img/profiles/avatar-04.jpg 304 3.772 ms - -
GET /admin/devices 404 0.488 ms - 53
GET /favicon.ico 404 0.646 ms - 53
GET /admin/grades 304 4.860 ms - -
GET /admin/assets/css/bootstrap.min.css 304 1.325 ms - -
GET /admin/assets/plugins/fontawesome/css/fontawesome.min.css 304 1.527 ms - -
GET /admin/assets/plugins/fontawesome/css/all.min.css 304 2.924 ms - -
GET /admin/assets/css/style.css 304 1.550 ms - -
GET /admin/assets/img/home.svg 304 1.690 ms - -
GET /admin/assets/img/employee.svg 304 2.010 ms - -
GET /admin/assets/img/company.svg 304 0.562 ms - -
GET /admin/assets/img/calendar.svg 304 1.003 ms - -
GET /admin/assets/img/log.svg 304 1.549 ms - -
GET /admin/assets/js/jquery-3.6.0.min.js 304 2.035 ms - -
GET /admin/assets/js/popper.min.js 304 0.812 ms - -
GET /admin/assets/js/bootstrap.min.js 304 1.020 ms - -
GET /admin/assets/js/feather.min.js 304 0.433 ms - -
GET /admin/assets/plugins/slimscroll/jquery.slimscroll.min.js 304 0.642 ms - -
GET /admin/assets/plugins/apexchart/apexcharts.min.js 304 2.836 ms - -
GET /admin/assets/plugins/apexchart/chart-data.js 304 2.491 ms - -
GET /admin/assets/js/script.js 304 1.352 ms - -
GET /admin/assets/img/report.svg 304 2.494 ms - -
GET /admin/assets/img/manage.svg 304 1.249 ms - -
GET /admin/assets/img/logo.png 304 1.520 ms - -
GET /admin/assets/img/logo-small.png 304 1.424 ms - -
GET /admin/assets/img/profiles/avatar-02.jpg 304 1.502 ms - -
GET /admin/assets/img/profiles/avatar-03.jpg 304 2.015 ms - -
GET /admin/assets/img/profiles/avatar-04.jpg 304 2.707 ms - -
GET /admin/assets/img/profile.jpg 304 1.599 ms - -
GET /admin/ 304 7.822 ms - -
GET /admin/assets/css/bootstrap.min.css 304 1.383 ms - -
GET /admin/assets/plugins/fontawesome/css/fontawesome.min.css 304 1.575 ms - -
GET /admin/assets/plugins/fontawesome/css/all.min.css 304 1.872 ms - -
GET /admin/assets/css/style.css 304 3.671 ms - -
GET /admin/assets/img/home.svg 304 1.376 ms - -
GET /admin/assets/img/employee.svg 304 2.315 ms - -
GET /admin/assets/img/company.svg 304 0.337 ms - -
GET /admin/assets/img/calendar.svg 304 1.302 ms - -
GET /admin/assets/img/log.svg 304 1.747 ms - -
GET /admin/assets/js/jquery-3.6.0.min.js 304 2.226 ms - -
GET /admin/assets/js/popper.min.js 304 3.455 ms - -
GET /admin/assets/js/bootstrap.min.js 304 2.455 ms - -
GET /admin/assets/js/feather.min.js 304 1.638 ms - -
GET /admin/assets/plugins/slimscroll/jquery.slimscroll.min.js 304 1.229 ms - -
GET /admin/assets/plugins/apexchart/apexcharts.min.js 304 1.241 ms - -
GET /admin/assets/plugins/apexchart/chart-data.js 304 1.122 ms - -
GET /admin/assets/js/script.js 304 1.273 ms - -
GET /admin/assets/img/report.svg 304 1.688 ms - -
GET /admin/assets/img/manage.svg 304 0.742 ms - -
GET /admin/assets/img/logo.png 304 1.194 ms - -
GET /admin/assets/img/logo-small.png 304 2.039 ms - -
GET /admin/assets/img/profiles/avatar-02.jpg 304 1.055 ms - -
GET /admin/assets/img/profiles/avatar-03.jpg 304 1.024 ms - -
GET /admin/assets/img/profiles/avatar-04.jpg 304 1.058 ms - -
GET /admin/assets/img/profile.jpg 304 1.747 ms - -
GET /admin/assets/img/dash.png 304 0.726 ms - -
GET /admin/assets/img/dash1.png 304 1.123 ms - -
GET /admin/assets/img/dash2.png 304 1.473 ms - -
GET /admin/assets/img/dash3.png 304 1.822 ms - -
GET /admin/assets/img/dash4.png 304 2.127 ms - -
GET /admin/assets/img/profiles/avatar-06.jpg 304 0.931 ms - -
GET /admin/assets/img/profiles/avatar-11.jpg 304 5.190 ms - -
GET /admin/assets/img/profiles/avatar-05.jpg 304 1.743 ms - -
GET /admin/assets/img/profiles/avatar-07.jpg 304 1.872 ms - -
GET /admin/assets/img/profiles/avatar-08.jpg 304 1.903 ms - -
GET /admin/assets/img/profiles/avatar-09.jpg 304 2.482 ms - -
GET /admin/assets/img/profiles/avatar-10.jpg 304 1.446 ms - -
GET /admin/assets/img/profiles/avatar-12.jpg 304 0.798 ms - -
GET /admin/assets/img/profiles/avatar-13.jpg 304 1.138 ms - -
GET /admin/assets/img/right-arrow.png 304 1.268 ms - -
GET /admin/assets/img/right-icon.png 304 0.891 ms - -
GET /admin/students 304 6.397 ms - -
GET /admin/assets/css/bootstrap.min.css 304 0.836 ms - -
GET /admin/assets/plugins/fontawesome/css/fontawesome.min.css 304 1.516 ms - -
GET /admin/assets/plugins/fontawesome/css/all.min.css 304 1.068 ms - -
GET /admin/assets/css/style.css 304 2.111 ms - -
GET /admin/assets/img/home.svg 304 1.521 ms - -
GET /admin/assets/img/employee.svg 304 2.645 ms - -
GET /admin/assets/img/company.svg 304 0.816 ms - -
GET /admin/assets/img/calendar.svg 304 3.102 ms - -
GET /admin/assets/img/log.svg 304 2.785 ms - -
GET /admin/assets/js/jquery-3.6.0.min.js 304 2.787 ms - -
GET /admin/assets/js/popper.min.js 304 3.327 ms - -
GET /admin/assets/js/bootstrap.min.js 304 1.562 ms - -
GET /admin/assets/js/feather.min.js 304 2.185 ms - -
GET /admin/assets/plugins/slimscroll/jquery.slimscroll.min.js 304 1.524 ms - -
GET /admin/assets/plugins/apexchart/apexcharts.min.js 304 1.223 ms - -
GET /admin/assets/plugins/apexchart/chart-data.js 304 1.318 ms - -
GET /admin/assets/js/script.js 304 0.873 ms - -
GET /admin/assets/img/report.svg 304 0.349 ms - -
GET /admin/assets/img/manage.svg 304 0.520 ms - -
GET /admin/assets/img/logo.png 304 0.797 ms - -
GET /admin/assets/img/logo-small.png 304 1.212 ms - -
GET /admin/assets/img/profiles/avatar-02.jpg 304 0.937 ms - -
GET /admin/assets/img/profiles/avatar-03.jpg 304 1.133 ms - -
GET /admin/assets/img/profiles/avatar-04.jpg 304 1.727 ms - -
GET /admin/assets/img/profile.jpg 304 2.007 ms - -
===== RAW BODY FROM DEVICE =====
------splitboundary
Content-Disposition: form-data; name="json"
Content-Type: application/json
Content-Length: 2318

{"Channel":0,"Events":[{"AccessInfo":{"AccessTypeResult":0,"NeedRegister":false,"NeedRetrieval":false,"Needless":false,"PassResult":16},"Action":"Pulse","Card":{"CardNo":"","CardType":"IC","Code":""},"Channel":0,"Class":"SceneFaceDetection","Code":"EventFaceRecognizeCutout","CommInfo":{"MachineAddress":"JetstorTech","MachineName":"Cam1","PictureType":2,"Resolution":[256,344],"SerialNo":"5C32X120005"},"CountInGroup":1,"CreateEventPTS":22287216.0,"FaceGroup":{"GroupAlias":"AccessApp","GroupID":1},"FirstPTS":42971659360.0,"FirstShowTempPts":22286536.0,"FrameSequence":444980,"GroupID":12,"IndexInGroup":2,"IndexInSingle":1,"Inter":{"EncodeSequence":3,"EncodeTimes":0,"NeedEncode":false,"NormalPictureUpload":false,"PicType":2},"Object":{"Age":24,"Belief":197,"Blur":0.2248535156250,"BlurFlag":0,"BoundingBox":[1805,3254,6606,6508],"BoundingBoxInCutout":[1805,3254,6606,6508],"FaceHandle":3017125208.0,"FrameSequence":444980,"Goodness":0.0,"Minority":0,"Mouthocc":2,"ObjectID":5273,"ObjectType":"HumanFace","PoseFlag":0,"PosePitch":-1.678587317466736,"PoseRoll":-4.316451072692871,"PoseYaw":5.329514980316162,"Quality":0,"RelativeID":3,"SafetyHelmet":0,"Sex":"Male","Source":258,"Temperature":0.0,"TemperatureAlarm":0,"TemperatureCorrection":0.0,"TemperatureCorrectionFrquency":0,"TemperatureCorrectionInterval":0,"TemperatureMode":1,"TemperatureResult":6,"TemperatureShowUnit":0,"TemperatureSurface":33.10,"ValueRange":[35.40,40.0]},"ObjectID":5273,"PTS":22287216.0,"Pass":2,"RecognizeResults":[{"FaceToken":"1ce2dc5cda97cc2cd84bdccb52fe8383","LastLivenessResult":[2,2,2,2],"LivenessResult":2,"LivenessScore":13.0,"LivenessThreshold":70.0,"Mouthocc":2,"PersonInfo":{"Birthday":"2025-11-26","CertificateType":"IC","City":"Unknown","Country":"Unknown","CredentialNo":"","Custom":null,"CustomInfo":"","HealthCode":-1,"ID":"0086","InocDate":"","InocDept":"","InocNum":-1,"Name":"","NatLastDate":"","NatOrganization":"","NatResult":-1,"PerfT":{"AppCost":450,"FaceCost":1050,"VerifyCost":[60]},"PersonID":16,"PersonType":1,"Province":"Unknown","QRContent":"","Sex":"","State":0},"RelativeID":3,"SafetyHelmet":0,"SearchScore":93.35102081298828,"SearchThreshold":85.0}],"RuleID":1,"Source":258,"TimeZone":"GMT+07:00","Timestamp":1765156305,"UTC":1765181505,"UTCMS":979}],"PicID":"1097","SendTimes":1,"Transfer":"Realtime"}

------splitboundary
Content-Disposition: form-data; name="picture"
Content-Type: image/jpeg
Content-Transfer-Encoding: base64
Content-Length: 25388

